0.000000,0.000000,3.800000,3.800000,
0.020000,0.125333,0.431619,2.115809,
0.040000,0.248690,-1.344858,-0.456620,
0.060000,0.368125,1.112113,-0.116373,
0.080000,0.481754,0.721156,0.916634,
0.100000,0.587785,0.054097,0.387626,
0.120000,0.684547,-0.268354,-0.107128,
0.140000,0.770513,-0.901262,-0.584808,
0.160000,0.844328,0.517878,-0.191692,
0.180000,0.904827,1.169676,0.843777,
0.200000,0.951057,1.234745,1.202210,
0.220000,0.982287,1.649981,1.442363,
0.240000,0.998027,1.176056,1.413018,
0.260000,0.998027,2.470483,1.823269,
0.280000,0.982287,2.144408,2.307445,
0.300000,0.951057,-0.365255,0.889576,
0.320000,0.904827,1.664103,0.649424,
0.340000,0.844328,1.812305,1.738204,
0.360000,0.770513,-2.195689,-0.191692,
0.380000,0.684547,-0.762781,-1.479235,
0.400000,0.587785,1.654097,0.445658,
0.420000,0.481754,0.226729,0.940413,
0.440000,0.368125,-0.182315,0.022207,
0.460000,0.248690,-0.050431,-0.116373,
0.480000,0.125333,0.926046,0.437807,
0.500000,-0.000000,2.200000,1.563023,
0.520000,-0.125333,0.675380,1.437690,
0.540000,-0.248690,-0.547811,0.063784,
0.560000,-0.368125,-0.918564,-0.733187,
0.580000,-0.481754,-0.736779,-0.827671,
0.600000,-0.587785,0.478527,-0.129126,
0.620000,-0.684547,-2.131876,-0.826674,
0.640000,-0.770513,-3.736716,-2.934296,
0.660000,-0.844328,0.123650,-1.806533,
0.680000,-0.904827,-0.145551,-0.010951,
0.700000,-0.951057,-2.267368,-1.206460,
0.720000,-0.982287,0.179833,-1.043768,
0.740000,-0.998027,0.474429,0.327131,
0.760000,-0.998027,-0.819998,-0.172784,
0.780000,-0.982287,-0.314594,-0.567296,
0.800000,-0.951057,-0.667368,-0.490981,
0.820000,-0.904827,-0.639978,-0.653673,
0.840000,-0.844328,-1.170778,-0.905378,
0.860000,-0.770513,-2.442289,-1.806533,
0.880000,-0.684547,-1.637448,-2.039868,
0.900000,-0.587785,-1.121473,-1.379461,
0.920000,-0.481754,-0.242352,-0.681912,
0.940000,-0.368125,0.375864,0.066756,
0.960000,-0.248690,-1.842238,-0.733187,
0.980000,-0.125333,0.180952,-0.830643,
1.000000,0.000000,3.800000,1.990476,
1.020000,0.125333,0.431619,2.115809,
1.040000,0.248690,-1.344858,-0.456620,
1.060000,0.368125,1.112113,-0.116373,
1.080000,0.481754,0.721156,0.916634,
1.100000,0.587785,0.054097,0.387626,
1.120000,0.684547,-0.268354,-0.107128,
1.140000,0.770513,-0.901262,-0.584808,
1.160000,0.844328,0.517878,-0.191692,
1.180000,0.904827,1.169676,0.843777,
1.200000,0.951057,1.234745,1.202210,
1.220000,0.982287,1.649981,1.442363,
1.240000,0.998027,1.176056,1.413018,
1.260000,0.998027,2.470483,1.823269,
1.280000,0.982287,2.144408,2.307445,
